konum,fiyat,marka,seri,model,yil,kilometre,vites_tipi,yakit_tipi,kasa_tipi,motor_hacmi,motor_gucu,cekis,ortalama_yakit_tuketimi,yakit_deposu,tramer,degisen,boyali
 Afyonkarahisar,560000.0,Renault,Clio,1.2 Joy,2013,237600.0,Düz,LPG & Benzin,Station wagon,1149.0,75.0,Önden Çekiş,5.5,45.0,2500.0,1,0
 Afyonkarahisar,465000.0,Renault,Symbol,1.4 Expression,2008,147000.0,Düz,LPG & Benzin,Sedan,1390.0,75.0,Önden Çekiş,7.1,50.0,0.0,0,0
 Afyonkarahisar,1795000.0,Toyota,Corolla,1.5 Flame X-Pack,2023,28421.0,Otomatik,Benzin,Sedan,1401.0,101.0,Önden Çekiş,5.8,50.0,0.0,0,0
 Afyonkarahisar,910000.0,Volkswagen,VW CC,1.4 TSi,2012,238000.0,Otomatik,Benzin,Coupe,1201.0,151.0,Önden Çekiş,6.9,70.0,7.0,2,2
 Afyonkarahisar,289000.0,Fiat,Albea,Sole 1.3 Multijet Dynamic Plus,2011,248000.0,Düz,Dizel,Sedan,1201.0,51.0,Önden Çekiş,4.7,48.0,17.0,3,6
 Afyonkarahisar,590000.0,Opel,Astra,1.3 CDTI Sport,2012,319000.0,Düz,Dizel,Sedan,1201.0,76.0,Önden Çekiş,4.1,56.0,4.0,0,1
 Afyonkarahisar,715000.0,Renault,Fluence,1.5 dCi Touch,2015,190000.0,Yarı Otomatik,Dizel,Sedan,1461.0,110.0,Önden Çekiş,4.4,60.0,8.0,1,4
 Afyonkarahisar,350000.0,Opel,Vectra,2.0 GLS,1996,350000.0,Düz,LPG & Benzin,Sedan,1998.0,136.0,Önden Çekiş,8.7,61.0,0.0,0,0
 Afyonkarahisar,350000.0,Opel,Vectra,2.0 GLS,1996,350000.0,Düz,LPG & Benzin,Sedan,1998.0,136.0,Önden Çekiş,8.7,61.0,0.0,0,0
 Afyonkarahisar,1329000.0,Volkswagen,Jetta,1.4 TSi Comfortline,2014,112000.0,Otomatik,Benzin,Sedan,1201.0,101.0,Önden Çekiş,6.6,55.0,0.0,0,0
 Afyonkarahisar,1175000.0,Opel,Insignia,1.6 CDTI Cosmo,2015,170000.0,Otomatik,Dizel,Sedan,1598.0,136.0,Önden Çekiş,5.0,70.0,0.0,0,0
 Afyonkarahisar,1680000.0,Citroen,C4 X,1.2 PureTech Max,2024,8000.0,Otomatik,Benzin,SUV,1199.0,132.0,Önden Çekiş,4.9,50.0,0.0,0,0
 Afyonkarahisar,285000.0,Opel,Astra,1.4 Classic,2001,220000.0,Düz,LPG & Benzin,Hatchback/5,1389.0,60.0,Önden Çekiş,7.0,52.0,0.0,0,0
 Afyonkarahisar,1285000.0,Mini,Cooper,1.5 D Chili,2015,137000.0,Otomatik,Dizel,Hatchback/3,1496.0,116.0,Önden Çekiş,3.7,44.0,1150.0,0,0
 Afyonkarahisar,1395000.0,Skoda,Scala,1.0 TSI Elite,2023,55000.0,Yarı Otomatik,Benzin,Hatchback/5,999.0,110.0,Önden Çekiş,4.8,50.0,0.0,0,0
 Afyonkarahisar,535000.0,Toyota,Yaris,1.4 D-4D Sol,2008,341000.0,Otomatik,Dizel,Hatchback/5,1201.0,76.0,Önden Çekiş,4.5,42.0,0.0,1,9
 Afyonkarahisar,750000.0,Opel,Astra,1.6 Edition,2015,180000.0,Düz,LPG & Benzin,Hatchback/5,1598.0,115.0,Önden Çekiş,6.6,56.0,2000.0,0,0
 Afyonkarahisar,1065000.0,Fiat,Egea,1.3 Multijet Easy Plus,2023,77000.0,Düz,Dizel,Sedan,1201.0,76.0,Önden Çekiş,4.1,50.0,0.0,0,0
 Afyonkarahisar,350000.0,Ford,Mondeo,2.0 Ghia,2006,275000.0,Düz,LPG & Benzin,Sedan,1801.0,126.0,Önden Çekiş,8.3,61.0,0.0,0,0
 Afyonkarahisar,575000.0,Renault,Fluence,1.5 dCi Extreme,2012,280000.0,Yarı Otomatik,Dizel,Sedan,1461.0,110.0,Önden Çekiş,4.4,60.0,0.0,2,8
 Afyonkarahisar,215000.0,Fiat,Palio,1.2 S,2001,299000.0,Düz,LPG & Benzin,Hatchback/5,1201.0,51.0,Önden Çekiş,7.2,51.0,0.0,0,0
 Afyonkarahisar,250000.0,Renault,Megane,2.0 RXT,1998,354000.0,Düz,LPG & Benzin,Sedan,1998.0,115.0,Önden Çekiş,8.4,60.0,0.0,0,2
 Afyonkarahisar,900000.0,Toyota,Corolla,1.4 D-4D Elegant,2011,186000.0,Yarı Otomatik,Dizel,Sedan,1364.0,90.0,Önden Çekiş,4.8,55.0,0.0,0,1
 Afyonkarahisar,425000.0,Volkswagen,Polo,1.4 TDi Comfortline,2007,268000.0,Düz,Dizel,Hatchback/5,1401.0,76.0,Önden Çekiş,3.5,45.0,0.0,0,8
 Afyonkarahisar,1249000.0,Volkswagen,Scirocco,1.4 TSi Sportline,2015,179000.0,Otomatik,Benzin,Coupe,1201.0,126.0,Önden Çekiş,6.4,55.0,0.0,0,1
 Afyonkarahisar,1475000.0,Volkswagen,Golf,1.5 TSi Comfortline,2019,105000.0,Yarı Otomatik,Benzin,Hatchback/5,1498.0,150.0,Önden Çekiş,5.1,50.0,0.0,0,1
 Afyonkarahisar,1295000.0,Toyota,Corolla,1.6 Life,2018,68000.0,Düz,LPG & Benzin,Sedan,1598.0,132.0,Önden Çekiş,6.3,55.0,0.0,0,0
 Afyonkarahisar,465000.0,Opel,Vectra,1.6 Comfort,2003,240000.0,Düz,LPG & Benzin,Sedan,1598.0,100.0,Önden Çekiş,7.5,61.0,0.0,1,12
 Afyonkarahisar,200000.0,Renault,Megane,2.0 RXT,1998,390000.0,Düz,LPG & Benzin,Sedan,1998.0,115.0,Önden Çekiş,8.4,60.0,0.0,0,11
 Afyonkarahisar,985000.0,Honda,Accord,2.0 Executive,2010,237000.0,Otomatik,Benzin,Sedan,1998.0,156.0,Önden Çekiş,7.3,65.0,0.0,0,6
 Afyonkarahisar,1980000.0,Peugeot,508,1.5 BlueHDI GT Selection,2022,65000.0,Otomatik,Dizel,Sedan,1499.0,130.0,Önden Çekiş,3.8,55.0,0.0,0,0
 Afyonkarahisar,915000.0,Peugeot,208,1.2 PureTech Signature,2019,86604.0,Otomatik,Benzin,Hatchback/5,1199.0,112.0,Önden Çekiş,4.5,50.0,8247.0,1,3
 Afyonkarahisar,669000.0,Opel,Corsa,1.2 Twinport Essentia,2012,172000.0,Otomatik,Benzin,Hatchback/5,1201.0,76.0,Önden Çekiş,5.1,45.0,0.0,1,7
 Afyonkarahisar,435000.0,Hyundai,Getz,1.3 GLS,2004,211000.0,Düz,Benzin,Hatchback/5,1341.0,82.0,Önden Çekiş,6.2,45.0,0.0,0,6
 Afyonkarahisar,319000.0,Opel,Astra,1.6 Comfort,2000,275000.0,Düz,LPG & Benzin,Hatchback/5,1401.0,76.0,Önden Çekiş,7.1,52.0,7.0,1,4
 Afyonkarahisar,300000.0,Volkswagen,Bora,1.6 Trendline,2000,422000.0,Düz,Benzin,Sedan,1595.0,101.0,Önden Çekiş,7.7,55.0,0.0,0,7
 Afyonkarahisar,825000.0,Honda,Jazz,1.4 Fun,2011,184000.0,Otomatik,Benzin,Hatchback/5,1201.0,76.0,Önden Çekiş,5.4,42.0,0.0,0,0
 Afyonkarahisar,775000.0,Honda,Jazz,1.4 Fun,2009,193000.0,Yarı Otomatik,LPG & Benzin,Hatchback/5,1339.0,100.0,Önden Çekiş,5.4,42.0,1675.0,1,4
 Afyonkarahisar,1027500.0,Fiat,Egea,1.3 Multijet Easy,2023,52000.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş,4.1,50.0,0.0,0,0
 Afyonkarahisar,339850.0,Volkswagen,Polo,1.6 Classic,1999,205875.0,Düz,LPG & Benzin,Sedan,1401.0,76.0,Önden Çekiş,7.9,45.0,0.0,0,0
 Afyonkarahisar,1175000.0,Audi,A3,A3 Sportback 1.6 TDI Ambition,2015,232000.0,Otomatik,Dizel,Hatchback/5,1401.0,101.0,Önden Çekiş,3.9,50.0,0.0,0,0
 Afyonkarahisar,495000.0,Volkswagen,Golf,1.6 Comfortline,2001,252000.0,Düz,LPG & Benzin,Hatchback/5,1595.0,105.0,Önden Çekiş,6.8,55.0,0.0,0,0
 Afyonkarahisar,875000.0,Fiat,Egea,1.3 Multijet Easy,2022,118000.0,Düz,Dizel,Sedan,1201.0,76.0,Önden Çekiş,4.1,45.0,3.0,0,2
 Afyonkarahisar,795000.0,Fiat,Egea,1.3 Multijet Easy,2020,168000.0,Düz,Dizel,Sedan,1201.0,76.0,Önden Çekiş,4.1,45.0,0.0,0,0
 Afyonkarahisar,799000.0,Fiat,Egea,1.3 Multijet Easy,2022,148000.0,Düz,Dizel,Sedan,1201.0,76.0,Önden Çekiş,4.1,45.0,0.0,0,3
 Afyonkarahisar,400000.0,Renault,Megane,1.5 dCi Authentique,2006,310000.0,Düz,Dizel,Sedan,1461.0,86.0,Önden Çekiş,4.7,60.0,0.0,0,0
 Afyonkarahisar,1590000.0,BMW,5 Serisi,525d xDrive Premium,2012,245000.0,Otomatik,Dizel,Station wagon,1995.0,218.0,4WD (Sürekli),5.4,70.0,0.0,2,0
 Afyonkarahisar,1765000.0,BMW,5 Serisi,520i Executive,2016,234000.0,Otomatik,Benzin,Sedan,1592.0,170.0,Arkadan İtiş,6.7,70.0,0.0,0,0
 Afyonkarahisar,2250000.0,Audi,A6,A6 Sedan 2.0 TDI,2013,172000.0,Otomatik,Dizel,Sedan,1801.0,176.0,Önden Çekiş,6.0,70.0,0.0,0,0
 Afyonkarahisar,2150000.0,Audi,A4,A4 Sedan 1.4 TFSI Design,2017,115000.0,Yarı Otomatik,Benzin,Sedan,1395.0,150.0,Önden Çekiş,5.2,54.0,200.0,0,0
 Afyonkarahisar,265000.0,Opel,Corsa,1.4 GLS,2000,294000.0,Düz,LPG & Benzin,Hatchback/5,1389.0,90.0,Önden Çekiş,7.4,42.0,0.0,0,0
 Afyonkarahisar,775000.0,Fiat,Egea,1.4 Fire Urban,2018,114000.0,Düz,Benzin,Sedan,1368.0,95.0,Önden Çekiş,5.7,45.0,0.0,0,0
 Afyonkarahisar,220000.0,Opel,Vectra,2.0 GL,1993,420000.0,Düz,LPG & Benzin,Sedan,1998.0,115.0,Önden Çekiş,8.7,61.0,0.0,1,0
 Afyonkarahisar,310000.0,Ford,Fiesta,1.25 Flair,2001,130000.0,Düz,Benzin,Hatchback/5,1242.0,75.0,Önden Çekiş,7.1,42.0,0.0,0,0
 Afyonkarahisar,575000.0,Hyundai,i20,1.2 D-CVVT Jump,2013,268000.0,Düz,LPG & Benzin,Hatchback/5,1248.0,85.0,Önden Çekiş,4.9,45.0,0.0,1,2
 Afyonkarahisar,715000.0,Peugeot,208,1.2 PureTech Active,2015,153000.0,Yarı Otomatik,Benzin,Hatchback/5,1199.0,83.0,Önden Çekiş,4.5,50.0,0.0,1,2
 Afyonkarahisar,2095000.0,Toyota,Corolla,1.8 Hybrid Flame X-Pack,2024,13192.0,Otomatik,Hibrit,Sedan,1601.0,126.0,Önden Çekiş,3.5,43.0,0.0,0,0
 Afyonkarahisar,775000.0,Alfa Romeo,Giulietta,1.6 JTD Distinctive,2011,146000.0,Düz,Dizel,Hatchback/5,1598.0,105.0,Önden Çekiş,4.4,60.0,0.0,1,0
 Afyonkarahisar,430000.0,Fiat,Linea,1.3 Multijet Active Plus,2012,291250.0,Düz,Dizel,Sedan,1201.0,76.0,Önden Çekiş,4.9,45.0,0.0,0,0
 Afyonkarahisar,345000.0,Renault,Megane,1.6 RTE,2000,220000.0,Düz,LPG & Benzin,Sedan,1401.0,101.0,Önden Çekiş,7.0,60.0,0.0,1,3
 Afyonkarahisar,755000.0,Renault,Clio,1.5 dCi Joy,2016,238000.0,Düz,Dizel,Hatchback/5,1461.0,75.0,Önden Çekiş,3.6,45.0,0.0,0,3
 Afyonkarahisar,440000.0,Opel,Astra,1.3 CDTI Cosmo,2007,320000.0,Düz,Dizel,Hatchback/5,1248.0,90.0,Önden Çekiş,4.8,52.0,0.0,0,1
 Afyonkarahisar,1219000.0,Hyundai,i20,1.4 MPI Jump,2023,68000.0,Otomatik,Benzin,Hatchback/5,1368.0,100.0,Önden Çekiş,6.1,40.0,0.0,0,0
 Afyonkarahisar,610000.0,Fiat,Linea,1.3 Multijet Pop,2014,126000.0,Düz,Dizel,Sedan,1201.0,76.0,Önden Çekiş,4.9,45.0,0.0,1,1
 Afyonkarahisar,645000.0,Citroen,C4,1.6 e-HDi Exclusive,2013,343000.0,Otomatik,Dizel,Hatchback/5,1401.0,101.0,Önden Çekiş,4.2,60.0,0.0,2,3
 Afyonkarahisar,650000.0,Mercedes - Benz,C,C 200 Kompressor Avantgarde,2002,486000.0,Otomatik,LPG & Benzin,Sedan,1601.0,151.0,Arkadan İtiş,9.2,62.0,0.0,0,2
 Afyonkarahisar,765000.0,Volkswagen,Passat,1.6 FSi Comfortline,2007,239000.0,Otomatik,Benzin,Sedan,1598.0,115.0,Önden Çekiş,7.7,70.0,0.0,0,0
 Afyonkarahisar,699000.0,Toyota,Corolla,1.4 D-4D Comfort Extra,2011,280000.0,Yarı Otomatik,Dizel,Sedan,1364.0,90.0,Önden Çekiş,4.8,55.0,0.0,2,3
 Afyonkarahisar,1339000.0,Renault,Megane,1.5 dCi Touch,2017,104000.0,Yarı Otomatik,Dizel,Hatchback/5,1461.0,110.0,Önden Çekiş,3.7,47.0,4863.0,0,0
 Afyonkarahisar,515000.0,Toyota,Corolla,1.6 Sol,2006,238000.0,Düz,Benzin,Hatchback/5,1401.0,101.0,Önden Çekiş,6.5,55.0,0.0,1,7
 Afyonkarahisar,550000.0,Audi,A4,A4 Sedan 2.0 TDI,2007,348000.0,Otomatik,Dizel,Sedan,1968.0,140.0,Önden Çekiş,5.8,70.0,0.0,0,0
 Afyonkarahisar,1085000.0,Fiat,Egea,1.5 T4 Easy,2022,52000.0,Otomatik,Hibrit,Sedan,1469.0,130.0,Önden Çekiş,5.0,50.0,0.0,0,0
 Afyonkarahisar,770000.0,Renault,Symbol,1.0 SCe Touch,2018,36000.0,Düz,Benzin,Sedan,998.0,75.0,Önden Çekiş,5.4,50.0,0.0,0,0
 Afyonkarahisar,500000.0,Peugeot,301,1.6 HDi Allure,2017,209000.0,Düz,Dizel,Sedan,1401.0,76.0,Önden Çekiş,4.3,50.0,0.0,3,5
 Afyonkarahisar,929000.0,BMW,1 Serisi,116i Sport Line,2012,197000.0,Otomatik,Benzin,Hatchback/5,1598.0,136.0,Arkadan İtiş,5.6,52.0,0.0,1,0
 Afyonkarahisar,610000.0,Volkswagen,Passat,2.0 TDi Comfortline,2007,340000.0,Otomatik,Dizel,Sedan,1801.0,126.0,Önden Çekiş,6.6,70.0,0.0,0,11
 Afyonkarahisar,1170000.0,Renault,Clio,1.0 TCe Touch,2020,54000.0,Otomatik,Benzin,Hatchback/5,999.0,100.0,Önden Çekiş,5.0,42.0,0.0,0,0
 Afyonkarahisar,919000.0,Ford,Focus,1.6 TDCi Trend X,2015,163000.0,Düz,Dizel,Sedan,1401.0,76.0,Önden Çekiş,4.5,53.0,59000.0,0,3
 Afyonkarahisar,800000.0,Renault,Clio,1.5 dCi Joy,2015,95000.0,Düz,Dizel,Hatchback/5,1461.0,75.0,Önden Çekiş,3.6,45.0,6000.0,1,0
 Afyonkarahisar,815000.0,Fiat,Egea,1.4 Fire Easy Plus,2022,87000.0,Düz,Benzin,Sedan,1201.0,76.0,Önden Çekiş,6.4,45.0,0.0,0,0
 Afyonkarahisar,550000.0,BMW,5 Serisi,520i Standart,2001,440000.0,Otomatik,LPG & Benzin,Sedan,1801.0,126.0,Arkadan İtiş,9.9,80.0,0.0,0,1
 Afyonkarahisar,570000.0,Opel,Astra,1.6 Edition,2014,307000.0,Düz,LPG & Benzin,Hatchback/5,1401.0,101.0,Önden Çekiş,6.5,56.0,0.0,0,3
 Afyonkarahisar,425000.0,Ford,Fiesta,1.4 TDCi Comfort,2008,196250.0,Düz,Dizel,Hatchback/5,1399.0,68.0,Önden Çekiş,4.3,45.0,0.0,1,0
 Afyonkarahisar,1045000.0,Volkswagen,Passat,1.6 TDi BlueMotion Trendline,2013,199500.0,Yarı Otomatik,Dizel,Sedan,1598.0,105.0,Önden Çekiş,4.7,70.0,18.0,0,5
 Afyonkarahisar,535000.0,Volkswagen,Polo,1.4 TDi Trendline,2010,307000.0,Düz,Dizel,Hatchback/5,1422.0,70.0,Önden Çekiş,4.5,45.0,0.0,0,0
 Afyonkarahisar,765000.0,Fiat,500 Ailesi,500L 1.3 Mjet RockStar,2013,248300.0,Düz,Dizel,MPV,1248.0,85.0,Önden Çekiş,4.2,50.0,0.0,0,1
 Afyonkarahisar,1515000.0,Opel,Astra,1.2 T Edition,2024,11000.0,Otomatik,Benzin,Hatchback/5,1199.0,132.0,Önden Çekiş,5.4,52.0,0.0,0,0
 Afyonkarahisar,335000.0,Hyundai,Accent,1.5 CRDi Admire,2006,233000.0,Düz,Dizel,Sedan,1493.0,82.0,Önden Çekiş,5.5,45.0,0.0,0,0
 Afyonkarahisar,420000.0,Ford,Focus,1.6 Ghia,2001,235000.0,Düz,LPG & Benzin,Sedan,1596.0,100.0,Önden Çekiş,6.8,55.0,0.0,2,0
 Afyonkarahisar,255000.0,Fiat,Palio,1.2 Active,2005,400000.0,Düz,LPG & Benzin,Hatchback/5,1242.0,81.0,Önden Çekiş,7.2,51.0,0.0,0,0
 Afyonkarahisar,380000.0,Ford,Focus,1.6 TDCi Ghia,2007,380000.0,Düz,Dizel,Hatchback/5,1560.0,110.0,Önden Çekiş,4.8,55.0,0.0,2,0
 Afyonkarahisar,580000.0,Opel,Corsa,1.2 Twinport Essentia,2011,201000.0,Yarı Otomatik,Benzin,Hatchback/5,1229.0,85.0,Önden Çekiş,5.1,45.0,9915.0,2,1
 Afyonkarahisar,735000.0,Volkswagen,Polo,1.0 Trendline,2017,137000.0,Düz,Benzin,Hatchback/5,999.0,75.0,Önden Çekiş,5.1,45.0,0.0,0,1
 Afyonkarahisar,485000.0,Volkswagen,Passat,1.9 TDi Highline,2003,450000.0,Otomatik,Dizel,Sedan,1896.0,130.0,Önden Çekiş,7.0,62.0,0.0,0,2
 Afyonkarahisar,1219000.0,Volkswagen,Golf,1.2 TSi Midline Plus,2014,135000.0,Yarı Otomatik,Benzin,Hatchback/5,1197.0,105.0,Önden Çekiş,4.8,50.0,0.0,0,0
 Afyonkarahisar,1475000.0,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2015,263000.0,Otomatik,Dizel,Sedan,1401.0,101.0,Önden Çekiş,4.7,70.0,2800.0,1,1
 Afyonkarahisar,1245000.0,Volkswagen,Polo,1.0 TSi Highline,2017,72000.0,Yarı Otomatik,Benzin,Hatchback/5,999.0,95.0,Önden Çekiş,4.6,40.0,0.0,0,0
 Afyonkarahisar,925000.0,Volkswagen,Passat,1.4 TSi BlueMotion Comfortline,2012,245000.0,Otomatik,Benzin,Sedan,1201.0,101.0,Önden Çekiş,5.0,66.0,5000.0,1,6
 Afyonkarahisar,1030000.0,Volkswagen,Passat,1.4 TSi BlueMotion Comfortline,2012,242000.0,Otomatik,Benzin,Sedan,1201.0,101.0,Önden Çekiş,5.0,66.0,0.0,0,1
 Afyonkarahisar,599999.0,Toyota,Auris,1.6 Comfort,2007,269986.0,Düz,LPG & Benzin,Hatchback/5,1598.0,124.0,Önden Çekiş,7.1,55.0,0.0,0,0
 Afyonkarahisar,755000.0,Toyota,Auris,1.33 Comfort,2011,145000.0,Düz,LPG & Benzin,Hatchback/5,1201.0,76.0,Önden Çekiş,6.0,55.0,450.0,0,0
 Afyonkarahisar,790000.0,Toyota,Corolla,1.6 Comfort,2007,185000.0,Yarı Otomatik,LPG & Benzin,Sedan,1598.0,124.0,Önden Çekiş,6.7,55.0,0.0,1,2
 Afyonkarahisar,970000.0,Seat,Leon,1.6 TDI CR Style,2012,148000.0,Yarı Otomatik,Dizel,Hatchback/5,1598.0,105.0,Önden Çekiş,4.7,55.0,0.0,0,4
 Afyonkarahisar,2790000.0,Mercedes - Benz,C,C 200 AMG,2018,142000.0,Otomatik,Hibrit,Coupe,1497.0,184.0,4WD (Sürekli),7.0,50.0,0.0,0,0
 Afyonkarahisar,1099000.0,Renault,Megane,1.6 Joy,2016,78000.0,Düz,Benzin,Hatchback/5,1598.0,115.0,Önden Çekiş,6.3,47.0,0.0,0,1
 Afyonkarahisar,360000.0,Ford,Fiesta,1.4 TDCi Collection,2006,276000.0,Düz,Dizel,Hatchback/5,1399.0,68.0,Önden Çekiş,4.3,45.0,0.0,2,2
 Afyonkarahisar,810000.0,Renault,Clio,0.9 TCe Sport Tourer Touch,2020,116000.0,Düz,Benzin,Station wagon,898.0,90.0,Önden Çekiş,5.1,45.0,0.0,0,1
 Afyonkarahisar,148000.0,Opel,Vectra,2.0 CD,1992,345000.0,Düz,LPG & Benzin,Sedan,1801.0,101.0,Önden Çekiş,8.7,61.0,0.0,0,0
 Afyonkarahisar,719000.0,Renault,Fluence,1.5 dCi Joy,2013,252000.0,Yarı Otomatik,Dizel,Sedan,1461.0,110.0,Önden Çekiş,4.4,60.0,9112025.0,0,0
 Afyonkarahisar,335000.0,Renault,Megane,1.5 dCi Authentique,2005,315000.0,Düz,Dizel,Sedan,1401.0,76.0,Önden Çekiş,4.6,60.0,0.0,0,0
 Afyonkarahisar,925000.0,Renault,Clio,1.0 TCe Touch,2020,75000.0,Düz,Benzin,Hatchback/5,1200.0,76.0,Önden Çekiş,5.0,42.0,0.0,0,0
 Afyonkarahisar,240000.0,Opel,Vectra,2.0 GLS,1996,435000.0,Düz,LPG & Benzin,Sedan,1998.0,136.0,Önden Çekiş,8.7,61.0,0.0,0,0
 Afyonkarahisar,495000.0,Opel,Corsa,1.2 Twinport Enjoy,2011,199000.0,Düz,Benzin,Hatchback/5,1229.0,80.0,Önden Çekiş,6.1,45.0,0.0,0,0
 Afyonkarahisar,530000.0,Peugeot,301,1.6 HDi Allure,2017,296000.0,Düz,Dizel,Sedan,1401.0,76.0,Önden Çekiş,4.3,50.0,47000.0,1,4
 Afyonkarahisar,1185000.0,Hyundai,i30,1.6 CRDi Elite,2013,157000.0,Otomatik,Dizel,Hatchback/5,1401.0,126.0,Önden Çekiş,4.1,53.0,0.0,0,0
 Afyonkarahisar,1200000.0,Mercedes - Benz,C,C 180 Kompressor BlueEfficiency AMG,2011,280000.0,Otomatik,LPG & Benzin,Sedan,1401.0,151.0,Arkadan İtiş,6.5,66.0,0.0,0,0
 Afyonkarahisar,970000.0,Ford,Focus,1.5 TDCi Style,2016,265000.0,Yarı Otomatik,Dizel,Sedan,1499.0,120.0,Önden Çekiş,4.2,55.0,0.0,0,0
 Afyonkarahisar,885000.0,Renault,Clio,0.9 TCe Touch,2020,36000.0,Düz,Benzin,Hatchback/5,898.0,90.0,Önden Çekiş,5.0,45.0,0.0,0,0
 Afyonkarahisar,410000.0,Ford,Mondeo,2.0 Ghia,2003,300000.0,Düz,LPG & Benzin,Sedan,1801.0,126.0,Önden Çekiş,8.3,61.0,0.0,0,0
 Afyonkarahisar,1375000.0,BMW,5 Serisi,520i Premium,2015,380000.0,Otomatik,Benzin,Sedan,1592.0,170.0,Arkadan İtiş,6.7,70.0,0.0,1,5
 Afyonkarahisar,349000.0,Fiat,Albea,1.3 Multijet Active,2004,251000.0,Düz,Dizel,Sedan,1248.0,70.0,Önden Çekiş,4.7,48.0,0.0,1,7
 Afyonkarahisar,780000.0,Dacia,Sandero,1.0 Sce Comfort,2022,50000.0,Düz,Benzin,Hatchback/5,999.0,65.0,Önden Çekiş,5.3,50.0,0.0,0,0
 Afyonkarahisar,845000.0,Audi,A4,A4 Sedan 2.0 TDI,2011,365000.0,Otomatik,Dizel,Sedan,1801.0,126.0,Önden Çekiş,4.8,63.0,0.0,1,6
 Afyonkarahisar,400000.0,Kia,Cerato,1.5 CRDi LX,2006,350000.0,Düz,Dizel,Hatchback/5,1493.0,102.0,Önden Çekiş,4.9,55.0,0.0,0,0
 Afyonkarahisar,249000.0,Opel,Vectra,2.0 CD,1997,435000.0,Düz,LPG & Benzin,Sedan,1998.0,136.0,Önden Çekiş,8.7,61.0,0.0,1,6
 Afyonkarahisar,625000.0,Renault,Fluence,1.5 dCi Dynamique,2012,221000.0,Yarı Otomatik,Dizel,Sedan,1461.0,110.0,Önden Çekiş,4.4,60.0,4500.0,2,0
 Afyonkarahisar,565000.0,Mercedes - Benz,E,200 Avantgarde,1996,350000.0,Düz,LPG & Benzin,Sedan,1998.0,136.0,Arkadan İtiş,9.1,65.0,0.0,0,0
 Afyonkarahisar,260000.0,Hyundai,Accent,1.3 LX,2000,317000.0,Düz,LPG & Benzin,Sedan,1341.0,86.0,Önden Çekiş,6.1,45.0,0.0,0,0
 Afyonkarahisar,425000.0,Hyundai,Getz,1.4 DOHC AB AC,2008,275000.0,Düz,LPG & Benzin,Hatchback/5,1399.0,97.0,Önden Çekiş,6.0,45.0,0.0,0,0
 Afyonkarahisar,360000.0,Hyundai,Matrix,1.5 CRDi GLS,2008,700000.0,Düz,Dizel,MPV,1401.0,101.0,Önden Çekiş,6.0,55.0,0.0,0,0
 Afyonkarahisar,645000.0,Opel,Astra,1.3 CDTI Essentia Konfor,2011,219000.0,Düz,Dizel,Hatchback/5,1248.0,90.0,Önden Çekiş,4.9,52.0,0.0,0,0
 Afyonkarahisar,649000.0,Renault,Symbol,1.5 dCi Joy,2013,174000.0,Düz,Dizel,Sedan,1401.0,51.0,Önden Çekiş,3.9,50.0,0.0,0,0
 Afyonkarahisar,478000.0,Dacia,Sandero,1.4 Ambiance,2010,193000.0,Düz,Benzin,Hatchback/5,1390.0,75.0,Önden Çekiş,7.0,50.0,3.0,0,6
 Afyonkarahisar,845000.0,Opel,Corsa,1.4 Essentia,2015,167000.0,Otomatik,Benzin,Hatchback/5,1398.0,90.0,Önden Çekiş,6.0,45.0,3.0,0,0
 Afyonkarahisar,2829000.0,Audi,A6,A6 Sedan 2.0 TFSI Quattro,2017,160000.0,Yarı Otomatik,Benzin,Sedan,1984.0,252.0,4WD (Sürekli),6.9,65.0,0.0,0,0
 Afyonkarahisar,669000.0,Volkswagen,Polo,1.4 Cross,2008,119000.0,Düz,Benzin,Hatchback/5,1390.0,80.0,Önden Çekiş,6.6,45.0,8400.0,0,1
 Afyonkarahisar,1285000.0,Volkswagen,Golf,1.6 TDi BlueMotion Highline,2018,144482.0,Otomatik,Dizel,Hatchback/5,1401.0,101.0,Önden Çekiş,3.9,50.0,169000.0,0,5
 Afyonkarahisar,829000.0,Opel,Astra,1.6 Edition Plus,2017,135000.0,Düz,LPG & Benzin,Sedan,1598.0,115.0,Önden Çekiş,6.5,56.0,0.0,0,2
 Afyonkarahisar,1219000.0,Opel,Astra,1.4 T Edition Plus,2019,58000.0,Otomatik,Benzin,Sedan,1364.0,140.0,Önden Çekiş,6.7,56.0,0.0,0,0
 Afyonkarahisar,1000000.0,Opel,Astra,1.4 T Edition Plus,2019,140000.0,Otomatik,Benzin,Sedan,1364.0,140.0,Önden Çekiş,6.7,56.0,0.0,0,0
 Afyonkarahisar,434000.0,Ford,Fiesta,1.4 TDCi Comfort,2008,228000.0,Düz,Dizel,Hatchback/5,1399.0,68.0,Önden Çekiş,4.3,45.0,0.0,0,3
 Afyonkarahisar,479000.0,Kia,Rio,1.25 CVVT Natty,2013,273000.0,Düz,LPG & Benzin,Hatchback/5,1248.0,85.0,Önden Çekiş,5.1,43.0,0.0,0,0
 Afyonkarahisar,915000.0,Fiat,Egea,1.4 Fire Urban,2023,48000.0,Düz,Benzin,Sedan,1368.0,95.0,Önden Çekiş,6.4,45.0,87000.0,0,0
